feature,mean_importance,std_importance,max_importance,min_importance,horizons,total_observations,stability_score,horizon_coverage,robustness_score,feature_group,horizon,dominant_horizon_type,robust_rank,stable_feature,high_importance_feature,cross_horizon_feature,noisy_feature,selected
astro_bullish_score_ema_3,0.0043033742116917,0.0002826117873393,0.0045032109229626,0.0041035375004208,2.0,2.0,15.173467407906744,0.3333333333333333,5.39576827578537,bullish,3.0,timing,71.0,False,False,False,False,True
astro_trend_start_score_roll_max_5,0.0060113512179067,0.0004087258984415,0.006479079537214,0.0057229020369989,3.0,3.0,14.671640823224244,0.5,5.262478828615648,trend_start,14.0,swing,72.0,False,False,False,False,True
astro_bearish_score_roll_min_30,0.0049291962024415,0.0003476593074871,0.0053199834890584,0.0046542351880166,3.0,3.0,14.137572399737026,0.5,5.075122018388935,bearish,90.0,macro,73.0,False,False,False,False,True
astro_bullish_score,0.004561831753646,0.0003455660014039,0.0048061838165863,0.0043174796907058,2.0,2.0,13.16295232413445,0.3333333333333333,4.692191379481849,bullish,7.0,timing,74.0,False,False,False,False,True
astro_trend_start_score_roll_min_10,0.0047250184517479,0.0003753819939408,0.0049904536051988,0.004459583298297,2.0,2.0,12.553784526925334,0.3333333333333333,4.479047925137898,trend_start,7.0,timing,75.0,False,False,False,False,True
btc_vol_14d,0.0049417068274677,0.0004030797859959,0.0053047887497511,0.0045079715916849,3.0,3.0,12.22953238130469,0.5,4.407313016187628,other,7.0,timing,76.0,False,False,False,False,True
astro_bearish_score_smooth_roll_min_30,0.0067495795223497,0.0005720797710887,0.0074297008129554,0.006221332903904,4.0,4.0,11.777731238928515,0.6666666666666666,4.291572432100588,bearish,30.0,swing,77.0,False,True,False,False,True
astro_trend_start_score_ema_30,0.0054481507027576,0.0004813055174929,0.0059056527864585,0.0049969807499304,4.0,4.0,11.29605717777612,0.6666666666666666,4.122465939169412,trend_start,30.0,swing,78.0,False,False,False,False,True
astro_bullish_score_roll_min_21,0.004886184480328,0.0004320812104541,0.0051917120342634,0.0045806569263926,2.0,2.0,11.28237467334232,0.3333333333333333,4.034118942795277,bullish,90.0,macro,79.0,False,False,False,False,True
astro_trend_end_score_ema_60,0.0054295441634508,0.0004898203292888,0.0059927593717204,0.0051030430534939,3.0,3.0,11.062182716265648,0.5,3.998935768358357,trend_end,60.0,macro,80.0,False,False,False,False,True
astro_trend_start_score_roll_max_30,0.0065901855745677,0.0006243258111655,0.0075084403933812,0.0061893702641953,4.0,4.0,10.538803063772548,0.6666666666666666,3.857883813216885,trend_start,30.0,swing,81.0,False,True,False,False,True
astro_trend_start_score_roll_min_5,0.0052907326106122,0.0005057517082404,0.0056294902322884,0.0047093862698579,3.0,3.0,10.44048303060144,0.5,3.7812853537547486,trend_start,14.0,swing,82.0,False,False,False,False,True
astro_trend_start_score_ema_21,0.0049195848465047,0.0005000704441772,0.0052731880486534,0.004565981644356,2.0,2.0,9.818150129733992,0.3333333333333333,3.521653712678832,trend_start,14.0,swing,83.0,False,False,False,False,True
astro_trend_start_score_sma_10,0.0049897099668664,0.0005250079622418,0.0053562260284856,0.0043882619758131,3.0,3.0,9.485997028638808,0.5,3.447094844010329,trend_start,7.0,timing,84.0,False,False,False,False,True
astro_bullish_score_roll_max_10,0.004651114009052,0.0004957216344592,0.005001642138359,0.004300585879745,2.0,2.0,9.36362277458595,0.3333333333333333,3.3624617500420366,bullish,7.0,timing,85.0,False,False,False,False,True
astro_trend_start_score_ema_5,0.0052229834153316,0.000597304413722,0.0058521710014472,0.0046637167820149,3.0,3.0,8.729642127891955,0.5,3.1824639381283166,trend_start,14.0,swing,86.0,False,False,False,False,True
astro_reversal_score_roll_max_30,0.0057653717131622,0.0006783407867463,0.0064849669148098,0.0051376500889886,3.0,3.0,8.486715100347869,0.5,3.097656433807019,reversal,90.0,macro,87.0,False,False,False,False,True
astro_trend_start_score_sma_21,0.0043208348582898,0.0005077582174261,0.0046798741370351,0.0039617955795446,2.0,2.0,8.492904311499872,0.3333333333333333,3.0575781763016048,trend_start,30.0,swing,88.0,False,False,False,False,True
astro_trend_start_score,0.0047215861703369,0.0005711926674138,0.0053497380623531,0.0039713554999714,4.0,4.0,8.251741833179434,0.6666666666666666,3.0566649427476027,trend_start,14.0,swing,89.0,False,False,False,False,True
