variant_key,constructive_drift,high_conviction_expansion,recovery_reversal_setup,transition_low_conviction,volatility_caution,total_return,CAGR,max_drawdown,Sharpe ratio,Sortino ratio,annual_volatility,win_rate,exposure_ratio,turnover,number_of_allocation_changes,return_max_drawdown_ratio,return_capture_ratio_vs_buy_hold,drawdown_improvement_points,overfit_risk,rank_sharpe,rank_sortino,rank_return_drawdown,rank_total_return
GRID_002,70.0,90.0,75.0,30.0,10.0,6.355344362382596,0.30963987118063163,-0.3668102995339375,1.2036900308304264,1.6355651191685,0.2500403160717456,0.5014814814814815,0.37896296296296295,71.75,442,17.32597031887485,0.33398541412937566,0.3995353375517533,Low,16.0,9.0,40.0,84.0
GRID_038,70.0,100.0,75.0,30.0,10.0,6.355344362382596,0.30963987118063163,-0.3668102995339375,1.2036900308304264,1.6355651191685,0.2500403160717456,0.5014814814814815,0.37896296296296295,71.75,442,17.32597031887485,0.33398541412937566,0.3995353375517533,Low,16.0,9.0,40.0,84.0
GRID_147,90.0,90.0,75.0,30.0,20.0,9.265548436623158,0.3700104635362089,-0.45781494338499906,1.20154137266033,1.6559205762358464,0.2991456244334681,0.5103703703703704,0.452425925925926,87.75,433,20.23863259708258,0.48692216429028184,0.30853069370069175,Low,17.0,3.0,13.0,21.0
GRID_183,90.0,100.0,75.0,30.0,20.0,9.265548436623158,0.3700104635362089,-0.45781494338499906,1.20154137266033,1.6559205762358464,0.2991456244334681,0.5103703703703704,0.452425925925926,87.75,433,20.23863259708258,0.48692216429028184,0.30853069370069175,Low,17.0,3.0,13.0,21.0
GRID_014,70.0,90.0,85.0,30.0,10.0,6.353945058575213,0.3096061870205118,-0.3668102995339383,1.1991225196735904,1.6300057102965702,0.25121246072597425,0.5014814814814815,0.3812962962962963,72.75,443,17.32215553011572,0.3339118780572207,0.3995353375517525,Low,18.0,11.0,41.0,85.0
GRID_050,70.0,100.0,85.0,30.0,10.0,6.353945058575213,0.3096061870205118,-0.3668102995339383,1.1991225196735904,1.6300057102965702,0.25121246072597425,0.5014814814814815,0.3812962962962963,72.75,443,17.32215553011572,0.3339118780572207,0.3995353375517525,Low,18.0,11.0,41.0,85.0
GRID_159,90.0,90.0,85.0,30.0,20.0,9.263595486454621,0.3699752266341909,-0.4578149433849996,1.1984947553651093,1.6526681051305312,0.30012590853217885,0.5103703703703704,0.4547592592592593,87.75,433,20.234366790129865,0.48681953305055337,0.3085306937006912,Low,19.0,5.0,14.0,22.0
GRID_195,90.0,100.0,85.0,30.0,20.0,9.263595486454621,0.3699752266341909,-0.4578149433849996,1.1984947553651093,1.6526681051305312,0.30012590853217885,0.5103703703703704,0.4547592592592593,87.75,433,20.234366790129865,0.48681953305055337,0.3085306937006912,Low,19.0,5.0,14.0,22.0
GRID_171,90.0,90.0,100.0,30.0,20.0,9.191822282638082,0.3686761894386572,-0.45781494338499806,1.1906513377151589,1.6420630960220919,0.3016951652138781,0.5103703703703704,0.4579074074074074,88.45,431,20.077593393250705,0.4830477149029885,0.30853069370069275,Low,20.0,8.0,17.0,26.0
GRID_207,90.0,100.0,100.0,30.0,20.0,9.191822282638082,0.3686761894386572,-0.45781494338499806,1.1906513377151589,1.6420630960220919,0.3016951652138781,0.5103703703703704,0.4579074074074074,88.45,431,20.077593393250705,0.4830477149029885,0.30853069370069275,Low,20.0,8.0,17.0,26.0
