indicator,span,long_threshold,short_threshold,mode,total_return,buy_hold_return,max_drawdown,buy_hold_max_drawdown,sharpe_like,return_drawdown_ratio,number_of_trades,balanced_score
astro_compression_score,5,0.5,-1.5,long_short_balanced_v2,41.4547070567222,169.68246816461956,-0.750065269810741,-0.8339900882218972,0.9896421464028597,55.26813295485897,61,22.63879766183349
astro_compression_score,3,0.5,-0.5,long_short_balanced_v2,41.03319824496911,169.68246816461956,-0.7451117220575585,-0.8339900882218972,1.0026836693197458,55.06986003610257,65,22.477337365352806
astro_compression_score,3,0.5,-1.0,long_short_balanced_v2,41.03319824496911,169.68246816461956,-0.7451117220575585,-0.8339900882218972,1.0026836693197458,55.06986003610257,65,22.477337365352806
astro_compression_score,3,0.5,-1.5,long_short_balanced_v2,41.03319824496911,169.68246816461956,-0.7451117220575585,-0.8339900882218972,1.0026836693197458,55.06986003610257,65,22.477337365352806
astro_reversal_score,10,1.0,-0.5,long_short_balanced_v2,42.394373446429654,169.68246816461956,-0.7941583787397377,-0.8339900882218972,0.8712648540219896,53.382769207454494,55,22.442134248918986
astro_reversal_score,10,1.0,-1.0,long_short_balanced_v2,42.394373446429654,169.68246816461956,-0.7941583787397377,-0.8339900882218972,0.8712648540219896,53.382769207454494,55,22.442134248918986
astro_reversal_score,10,1.0,-1.5,long_short_balanced_v2,42.394373446429654,169.68246816461956,-0.7941583787397377,-0.8339900882218972,0.8712648540219896,53.382769207454494,55,22.442134248918986
astro_reversal_score,10,1.0,-2.0,long_short_balanced_v2,42.394373446429654,169.68246816461956,-0.7941583787397377,-0.8339900882218972,0.8712648540219896,53.382769207454494,55,22.442134248918986
astro_compression_score,10,0.5,-0.5,long_short_balanced_v2,41.286661108958114,169.68246816461956,-0.7651941233560906,-0.8339900882218972,0.9938688339121358,53.95580003656792,55,22.31691468853174
astro_compression_score,10,0.5,-1.0,long_short_balanced_v2,41.286661108958114,169.68246816461956,-0.7651941233560906,-0.8339900882218972,0.9938688339121358,53.95580003656792,55,22.31691468853174
astro_compression_score,10,0.5,-1.5,long_short_balanced_v2,41.286661108958114,169.68246816461956,-0.7651941233560906,-0.8339900882218972,0.9938688339121358,53.95580003656792,55,22.31691468853174
astro_volatility_score,10,0.5,-0.5,long_short_balanced_v2,41.12841280949507,169.68246816461956,-0.8339900882218974,-0.8339900882218972,0.8306553633154757,49.31522974953169,54,21.174846805748203
astro_volatility_score,10,0.5,-1.0,long_short_balanced_v2,41.12841280949507,169.68246816461956,-0.8339900882218974,-0.8339900882218972,0.8306553633154757,49.31522974953169,54,21.174846805748203
astro_volatility_score,10,0.5,-1.5,long_short_balanced_v2,41.12841280949507,169.68246816461956,-0.8339900882218974,-0.8339900882218972,0.8306553633154757,49.31522974953169,54,21.174846805748203
astro_compression_score,8,0.5,-0.5,long_short_balanced_v2,38.96300706637866,169.68246816461956,-0.7561951350125439,-0.8339900882218972,0.9747925248703002,51.52506973710209,53,21.14354037476332
astro_compression_score,8,0.5,-1.0,long_short_balanced_v2,38.96300706637866,169.68246816461956,-0.7561951350125439,-0.8339900882218972,0.9747925248703002,51.52506973710209,53,21.14354037476332
astro_compression_score,8,0.5,-1.5,long_short_balanced_v2,38.96300706637866,169.68246816461956,-0.7561951350125439,-0.8339900882218972,0.9747925248703002,51.52506973710209,53,21.14354037476332
astro_trend_end_score,10,0.5,-0.5,long_short_balanced_v2,36.850939821222774,169.68246816461956,-0.7340316957373669,-0.8339900882218972,0.8502906857398324,50.20347218685754,38,20.259045114428222
astro_trend_end_score,10,0.5,-1.0,long_short_balanced_v2,36.850939821222774,169.68246816461956,-0.7340316957373669,-0.8339900882218972,0.8502906857398324,50.20347218685754,38,20.259045114428222
astro_trend_end_score,10,0.5,-1.5,long_short_balanced_v2,36.850939821222774,169.68246816461956,-0.7340316957373669,-0.8339900882218972,0.8502906857398324,50.20347218685754,38,20.259045114428222
astro_volatility_score,5,0.5,-0.5,long_short_balanced_v2,39.4101750136795,169.68246816461956,-0.8366232824826665,-0.8339900882218972,0.8258814110642552,47.106237465362454,74,20.171717637878043
astro_volatility_score,5,0.5,-1.0,long_short_balanced_v2,39.4101750136795,169.68246816461956,-0.8366232824826665,-0.8339900882218972,0.8258814110642552,47.106237465362454,74,20.171717637878043
astro_volatility_score,5,0.5,-1.5,long_short_balanced_v2,39.4101750136795,169.68246816461956,-0.8366232824826665,-0.8339900882218972,0.8258814110642552,47.106237465362454,74,20.171717637878043
astro_trend_end_score,21,1.0,-0.5,long_short_balanced_v2,27.689856794747058,169.68246816461956,-0.4735646533509704,-0.8339900882218972,0.9218326804717876,58.47112236695044,57,19.545567603976465
astro_trend_end_score,21,1.0,-1.0,long_short_balanced_v2,27.689856794747058,169.68246816461956,-0.4735646533509704,-0.8339900882218972,0.9218326804717876,58.47112236695044,57,19.545567603976465
astro_trend_end_score,21,1.0,-1.5,long_short_balanced_v2,27.689856794747058,169.68246816461956,-0.4735646533509704,-0.8339900882218972,0.9218326804717876,58.47112236695044,57,19.545567603976465
