feature_set,horizon_days,min_hold_days,regime_filter_mode,trend_confirmation_mode,volatility_filter_mode,reversal_filter_mode,long_probability_threshold,short_probability_threshold,threshold_source,signal_quality_entry_threshold,total_return,max_drawdown,sharpe_like,return_drawdown_ratio,balanced_score,number_of_trades,long_signal_days,short_signal_days,flat_signal_days,avg_signal_quality_score,abs_avg_signal_quality_score,avg_ml_quality_component,avg_momentum_quality_component,avg_trend_quality_component,avg_regime_quality_component,avg_reversal_penalty_component,avg_volatility_penalty_component,avg_compression_penalty_component,prediction_start,prediction_end,overall_rank,rank_within_horizon
selected_features,90,14,none,soft,none,none,0.52,0.35,tuned,1.15,823.567530327926,-0.859908823589914,1.4383700636307495,957.7382016964638,437.8204429304539,113,2327,537,646,2.0884219400544572,2.7096758939139756,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,21,8
selected_features,90,14,strict,none,none,none,0.52,0.35,tuned,1.15,814.8438445042015,-0.8458096023754635,1.4300359833246652,963.3892098360027,436.3262459096553,124,2323,597,590,1.9237176813637211,2.620689849689186,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,22,9
selected_features,90,14,none,soft,none,soft,0.52,0.35,tuned,1.15,791.2290826073184,-0.8650422417244216,1.4461556418836465,914.6710350584036,419.50178346638006,113,2271,425,814,1.967611750363322,2.4743884828719582,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,23,10
selected_features,90,14,strict,none,soft,soft,0.52,0.35,tuned,1.15,772.9577443067262,-0.851864686862134,1.4383131306029686,907.3715065639549,412.5682033419422,116,2263,444,803,1.7654992653324926,2.2654251532824734,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,24,11
selected_features,90,14,none,strict,soft,soft,0.52,0.35,tuned,1.15,768.6069361114163,-0.8739633345571494,1.439602254984024,879.4498644509855,405.64746034467,118,2326,372,812,2.068939566442264,2.5013507503201504,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,25,12
selected_features,90,14,soft,none,soft,soft,0.52,0.35,tuned,1.15,755.3415261256026,-0.8708714608585049,1.4365532830607937,867.339854472883,399.2526330552555,116,2255,434,821,1.7382054455662328,2.2318996735568377,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,26,13
selected_features,90,14,soft,strict,soft,soft,0.52,0.35,tuned,1.15,753.9321145604653,-0.8725363129782586,1.4333739120780933,864.0696133173443,398.15656750961296,124,2355,375,780,2.0927306866872057,2.5299161010342535,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,27,14
selected_features,7,7,soft,none,none,soft,0.52,0.35,tuned,1.15,611.2350622811787,-0.5722510804600776,1.5457260987709236,1068.123911255456,396.4989912194395,161,1812,138,1560,1.45583593108758,1.815322736410154,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,28,14
selected_features,7,7,none,none,none,soft,0.52,0.35,tuned,1.15,633.7449297660501,-0.6141284793996449,1.561617123640142,1031.941932387799,395.97877080139926,156,1800,137,1573,1.43070689640107,1.7781682512214443,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,29,15
selected_features,7,3,none,none,none,soft,0.52,0.35,tuned,1.15,638.8778056473099,-0.6324246472127653,1.5842780293096894,1010.2038376634831,393.0980757281321,185,1722,112,1676,1.43070689640107,1.7781682512214443,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,30,16
selected_features,7,14,none,soft,none,none,0.52,0.35,tuned,1.15,619.7199944034895,-0.6049308687491305,1.4663177225381931,1024.447629338109,390.2605718056206,151,2106,307,1097,1.7340950535676414,2.1620401103536597,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,31,17
selected_features,90,14,none,strict,soft,none,0.52,0.35,tuned,1.15,728.3025128120179,-0.8790436106364075,1.4130025303860017,828.5169290801665,383.35588603197823,117,2391,450,669,2.2112648987780372,2.7154803272161394,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,32,15
selected_features,90,14,strict,soft,none,none,0.52,0.35,tuned,1.15,714.2386376565457,-0.8471397177077626,1.40383232876977,843.1178738604914,382.07158273699673,128,2404,587,519,2.140969399816495,2.773077606630561,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,33,16
selected_features,7,3,none,none,soft,none,0.52,0.35,tuned,1.15,653.6392462565472,-0.7071182132331342,1.5802335265667027,924.3705423283233,380.2650663103858,185,1730,124,1656,1.4482933926847896,1.8208995978461262,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,34,18
selected_features,90,14,soft,soft,none,none,0.52,0.35,tuned,1.15,709.8781217494662,-0.8512097443987319,1.4069276467380925,833.9638102368084,378.93861106806145,123,2354,568,588,2.110619292481225,2.734572655717896,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,35,17
selected_features,90,14,strict,none,none,soft,0.52,0.35,tuned,1.15,711.1174492254083,-0.8547777075932458,1.4134844438878922,831.9326099737272,378.9000041832372,124,2317,533,660,1.838487669436594,2.39743474232216,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,36,18
selected_features,7,14,soft,none,soft,none,0.52,0.35,tuned,1.15,608.3652160953326,-0.6281456350630417,1.486937525705234,968.5098202334497,375.64277496545776,152,1992,228,1290,1.471510831552307,1.859116135624853,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,37,19
selected_features,90,14,soft,soft,none,soft,0.52,0.35,tuned,1.15,684.3330079220034,-0.8537422619225565,1.417068949063625,801.5686214021342,364.8124229617969,115,2302,445,763,1.9868849755428137,2.498721509651274,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,38,19
selected_features,90,14,none,soft,soft,none,0.52,0.35,tuned,1.15,657.8380916715771,-0.8577249129916165,1.4081340919744936,766.9569598685621,349.931510266137,116,2315,446,749,1.9818849332323754,2.526226200370472,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,39,20
selected_features,7,7,none,soft,none,soft,0.52,0.35,tuned,1.15,549.2473766995663,-0.6142704671347117,1.5151757918595192,894.1458300307875,343.03385245925983,166,1855,139,1516,1.6058232372133003,1.9568390301481968,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,40,20
