feature_set,horizon_days,min_hold_days,regime_filter_mode,trend_confirmation_mode,volatility_filter_mode,reversal_filter_mode,long_probability_threshold,short_probability_threshold,threshold_source,signal_quality_entry_threshold,total_return,max_drawdown,sharpe_like,return_drawdown_ratio,balanced_score,number_of_trades,long_signal_days,short_signal_days,flat_signal_days,avg_signal_quality_score,abs_avg_signal_quality_score,avg_ml_quality_component,avg_momentum_quality_component,avg_trend_quality_component,avg_regime_quality_component,avg_reversal_penalty_component,avg_volatility_penalty_component,avg_compression_penalty_component,prediction_start,prediction_end,overall_rank,rank_within_horizon,summary_rank,v1_min_hold_days,v1_balanced_score,v1_return_drawdown_ratio,v1_total_return,v1_number_of_trades,balanced_score_delta_vs_v1,return_drawdown_ratio_delta_vs_v1,total_return_delta_vs_v1,trade_delta_vs_v1,improved_vs_v1
selected_features,7,14,none,soft,soft,soft,0.52,0.35,tuned,1.15,1474.1596402038488,-0.643765237537166,1.6855852635291677,2289.902520744206,899.7396445053096,137,1957,140,1413,1.4947829573225853,1.8604477485933963,0.8761898916193999,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,1,1,1,14,-1.1477081406661571,-0.034876135992956164,-0.02808468720671753,97,900.8873526459757,2289.937396880199,1474.1877248910555,40,True
selected_features,90,14,strict,strict,none,none,0.52,0.35,tuned,1.15,1140.8785912211463,-0.836018609585385,1.4715621963337218,1364.656932441915,614.4189873614619,123,2527,528,455,2.3926158013234358,2.985619604398451,1.143048567768042,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,2,1,2,14,0.8100243444233672,4.0821140918328025,2.391557157550852,89,613.6089630170385,1360.574818350082,1138.4870340635955,34,True
selected_features,3,14,none,soft,none,soft,0.52,0.35,tuned,1.15,355.7651678397026,-0.7424853105910303,1.3660106244243213,479.1544866476992,201.8264447617603,142,1992,195,1323,1.5486754406833942,1.8173456634515377,0.840825153225227,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,97,1,3,14,-1.067487692039405,0.09165499486186017,0.07239856349122453,99,202.89393245379972,479.0628316528373,355.6927692762114,43,True
selected_features,60,14,none,strict,soft,none,0.56,0.35,tuned,1.15,254.36365944339394,-0.8427396021831035,1.278879661467395,301.8294842018447,135.86117805217182,104,2088,386,1036,1.7981777700405068,2.2565198541088547,0.8177115779335068,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,151,1,4,3,-1.0249059579590138,-0.40672846392921097,-0.21981072809308222,119,136.88608401013084,302.2362126657739,254.58347017148702,-15,True
selected_features,14,3,soft,soft,none,soft,0.52,0.32,tuned,1.15,141.2273983269625,-0.7813690591667969,1.2163645330287203,180.74352531639602,77.6399408239695,163,1884,187,1439,1.7905985536253666,2.1809736532029707,0.9786361953517102,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,226,1,5,3,-1.4754175481624923,-0.6518466548159665,-0.48823131460990987,129,79.115358372132,181.39537197121197,141.7156296415724,34,True
selected_features,30,3,none,none,soft,soft,0.52,0.32,tuned,1.15,113.78809315524884,-0.768373191963919,1.1657135755333128,148.08961887961348,62.91988498397912,141,1921,189,1400,1.484356162291151,1.9477178363895598,0.9804382773345159,0.5527404912945786,0.5052866882426248,0.06941595441595441,0.703149151758622,0.7175559770505242,0.5368690820054131,2016-10-06,2026-05-16,258,1,6,3,-1.4753272992659012,-0.7669668730435336,-0.5477663994916635,123,64.39521228324502,148.85658575265703,114.33585955474051,18,True
