forecast_date,current_signal,current_probability,confidence_score,market_view,risk_level,recommended_bias,next_major_turning_point,next_bullish_window,next_bearish_risk_window
2026-05-31,Neutral,0.4749604818583967,0.2708486269904867,Balanced consolidation,Low,Neutral,2026-06-05,2026-06-05,2026-07-15
