model,feature_set,horizon_days,train_window_days,test_window_days,long_probability_threshold,short_probability_threshold,threshold_source,ml_total_return,buy_hold_return_same_period,ml_max_drawdown,buy_hold_max_drawdown_same_period,ml_sharpe_like,buy_hold_sharpe_like,return_drawdown_ratio,balanced_score,number_of_trades,direction_accuracy,direction_precision,direction_recall,prediction_start,prediction_end
RandomForestClassifier,selected_features,14,730,90,0.52,0.32,tuned,540.469652227731,128.58984362037577,-0.6854908772827932,-0.8339900882218975,1.5169463469961917,1.0880637114527179,788.4417869572391,319.05932068461226,222,0.5826210826210826,0.6474538332400671,0.5808232931726908,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,7,730,90,0.52,0.35,tuned,384.9658360505577,128.58984362037577,-0.7521141403780528,-0.8339900882218975,1.5142537035618748,1.0880637114527179,511.84496525627515,216.9945899871964,227,0.558974358974359,0.6027855153203343,0.5644235785080856,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,30,730,90,0.52,0.32,tuned,238.28020277608863,128.58984362037577,-0.7586249769961457,-0.8339900882218975,1.2816561266430317,1.0880637114527179,314.0948558266349,133.42133042123342,191,0.5609686609686609,0.6184565569347005,0.5787878787878787,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,3,730,90,0.52,0.35,tuned,77.16573613411398,128.58984362037577,-0.5981902883065717,-0.8339900882218975,1.2101788099145416,1.0880637114527179,128.9986441481087,48.199274392942804,213,0.5358974358974359,0.5809578107183581,0.5326711970726608,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,90,730,90,0.52,0.35,tuned,82.47861806087262,128.58984362037577,-0.8805448231681985,-0.8339900882218975,1.0460519165925117,1.0880637114527179,93.66771104747936,42.40056476960479,171,0.5703703703703704,0.6293269230769231,0.6397849462365591,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,60,730,90,0.56,0.35,tuned,67.04390181252325,128.58984362037577,-0.8213530058561856,-0.8339900882218975,1.040136213282633,1.0880637114527179,81.62617210201367,35.4437613814884,166,0.49572649572649574,0.5665961945031712,0.5301681503461919,2016-09-16,2026-04-26
