date,price,astro_regime_v2,astro_momentum_v2_smooth,astro_trend_start_score,astro_trend_end_score,astro_reversal_score,astro_volatility_score,astro_compression_score,horizon,ml_prob_up,ml_pred_direction,ml_position_raw,actual_direction,walk_train_start,walk_train_end,long_probability_threshold,short_probability_threshold,threshold_source,ml_vote_component,momentum_vote_component,trend_vote_component,regime_vote_component,signal_vote_score,long_regime_allowed,short_regime_allowed,long_trend_confirmed,short_trend_confirmed,signal_position_raw,btc_return_1d,ml_position,ml_strategy_return,buy_hold_return,ml_strategy_equity,buy_hold_equity_ml_period,ml_strategy_drawdown,buy_hold_drawdown_ml_period,ensemble_probability,ensemble_signal,ensemble_confidence,ensemble_vote_score,ensemble_actual_signal,signal_direction,ensemble_signal_direction,regime_label_normalized,ml_probability_strength,ensemble_confidence_strength,momentum_alignment_strength,regime_strength,volatility_state,volatility_multiplier,hybrid_volatility_multiplier,signal_vote_strength,ensemble_alignment_strength,sizing_method,position_size,net_exposure_raw,net_exposure,strategy_return,strategy_equity,strategy_drawdown
2016-10-17,639.1929931640625,reversal_zone,0.918909446218716,1.4375037351212965,0.8852171126392199,2.613710596403356,2.8892628159194387,0.0,7,0.6955974652691158,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0037996735690011,1.0,-0.0037996735690011,-0.0037996735690011,1.042693475814179,1.042693475814179,-0.0037996735690011,-0.0037996735690011,0.6937594036219206,1,0.6459939544277624,0.9044691016116838,1,1,1,reversal_zone,0.36582805264399126,0.6459939544277624,0.7324154522229601,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,-0.00189983678450055,1.033746423807953,-0.0018998367845004527
2016-10-18,637.9600219726562,sideways,0.8427409303315195,1.0904038985571265,0.8675606440587287,2.0960453223272806,2.116775532649811,0.0,7,0.7487659249905395,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0019289497923044,1.0,-0.0019289497923044,-0.0019289497923044,1.0406821724505702,1.0406821724505702,-0.0057212939817636,-0.0057212939817636,0.7342476970434656,1,0.6864822478493076,0.9044691016116838,1,1,1,sideways,0.47659567706362393,0.6864822478493076,0.715744390997215,0.55,MidVol,0.75,0.85,1.0,1.0,Confidence-Based Sizing,0.75,0.75,0.5,-0.0009644748961522,1.0327494013332033,-0.0028624793357671097
2016-10-19,630.52001953125,sideways,0.7953554945545829,1.1005846230007097,0.8675606440587287,2.10826219165958,2.13510083664826,0.0,7,0.754235561818015,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0116621766022277,1.0,-0.0116621766022277,-0.0116621766022277,1.0285455531686616,1.0285455531686616,-0.0173167478431828,-0.0173167478431828,0.7394803636641507,1,0.6917149144699926,0.9044691016116838,1,1,1,sideways,0.4879907537875312,0.6917149144699926,0.7050630774717858,0.55,MidVol,0.75,0.85,1.0,1.0,Confidence-Based Sizing,0.75,0.75,0.75,-0.008746632451670774,1.0237163219050587,-0.011584074732787442
2016-10-20,630.8569946289062,sideways,0.7671539593227779,1.1107508888591675,0.8675606440587287,2.12046171068973,2.1534001151934845,0.0,7,0.7563051708590723,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0005344399657709,1.0,0.0005344399657709,0.0005344399657709,1.029095249018891,1.029095249018891,-0.0167915626395364,-0.0167915626395364,0.7425619709454574,1,0.6947965217512992,0.9044691016116838,1,1,1,sideways,0.492302439289734,0.6947965217512992,0.6985964940805991,0.55,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.75,0.75,0.75,0.000400829974328175,1.0241266580920871,-0.011187888002837099
2016-10-21,632.8280029296875,reversal_zone,0.8779560194964247,1.4995601398437182,0.8852171126392199,2.604689280451682,2.867381941830069,0.0,7,0.7110131037871565,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0031243345442188,1.0,0.0031243345442188,0.0031243345442188,1.0323104868546922,1.0323104868546922,-0.0137196905545237,-0.0137196905545237,0.7070065973747229,1,0.6592411481805649,0.9044691016116838,1,1,1,reversal_zone,0.3979439662232428,0.6592411481805649,0.7235294289048881,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.75,0.0023432509081641,1.0265264438137365,-0.008870853123396083
2016-10-22,657.2940063476562,reversal_zone,0.9569716764103802,1.515002990238291,0.8852171126392199,2.6232207009251693,2.8951790725403006,0.0,7,0.6896289278956749,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0386613792447601,1.0,0.0386613792447601,0.0386613792447601,1.0722210340853244,1.0722210340853244,0.0,0.0,0.6839588104891458,1,0.6361933612949877,0.9044691016116838,1,1,1,reversal_zone,0.35339359978265594,0.6361933612949877,0.7405097619979152,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,0.01933068962238005,1.0463699078882656,0.0
2016-10-23,657.0709838867188,reversal_zone,1.0939627991740184,1.678867245519866,0.8852171126392199,2.681962158301162,3.284243250815812,0.0,7,0.6585921487525195,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0003393039625855,1.0,-0.0003393039625855,-0.0003393039625855,1.0718572252396916,1.0718572252396916,-0.0003393039625856,-0.0003393039625856,0.658739513576641,1,0.6109740643824828,0.9044691016116838,1,1,1,reversal_zone,0.2887336432344156,0.6109740643824828,0.7682988402161081,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,-0.00016965198129275,1.0461923891602272,-0.00016965198129281767
2016-10-24,653.760986328125,reversal_zone,1.2732966439458142,1.849376205420135,0.8852171126392199,2.659292303004841,3.557913569224044,0.0,7,0.6302685642986507,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0050375037701625,1.0,-0.0050375037701625,-0.0050375037701625,1.0664577404264708,1.0664577404264708,-0.0053750984877573,-0.0053750984877573,0.6353462141773968,1,0.6353462141773967,1.0,1,1,1,reversal_zone,0.22972617562218903,0.6353462141773967,0.8014272664775861,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,-0.00251875188508125,1.0435572901078722,-0.0026879765551263146
2016-10-25,657.5880126953125,reversal_zone,1.4481666061334666,1.947353429560372,0.8852171126392199,2.6409350262148656,3.756927563636177,0.0,7,0.6217279756875673,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0058538616516139,1.0,0.0058538616516139,0.0058538616516139,1.0727006364962202,1.0727006364962202,0.0,0.0,0.6288200362479613,1,0.6288200362479612,1.0,1,1,1,reversal_zone,0.2119332826824319,0.6288200362479612,0.8301732798778059,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,0.00292693082580695,1.0466117101087844,0.0
2016-10-26,678.3040161132812,reversal_zone,1.476163675220772,1.7755471092189117,0.8852171126392199,2.6226522353489727,3.416362054764241,0.0,7,0.6039201169468935,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.031503012551975,1.0,0.031503012551975,0.031503012551975,1.1064939381122725,1.1064939381122725,0.0,0.0,0.6073063645153994,1,0.6073063645153993,1.0,1,1,1,reversal_zone,0.1748335769726948,0.6073063645153993,0.8344547770098809,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,0.0157515062759875,1.0630974210290849,0.0
2016-10-27,688.31298828125,reversal_zone,1.1387661154087396,1.6647428493023555,0.8852171126392199,2.604452238837408,3.197786867683056,0.8,7,0.5939622102220741,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0147558792668229,1.0,0.0147558792668229,0.0147558792668229,1.1228212290725283,1.1228212290725283,0.0,0.0,0.5949018440528446,1,0.5471363948586865,0.9044691016116838,1,1,1,reversal_zone,0.1540879379626543,0.5471363948586865,0.7769230294123404,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,0.00737793963341145,1.070940889625873,0.0
2016-10-28,689.6510009765625,reversal_zone,0.9520679541840048,1.73077172186024,0.8852171126392199,2.651937109382177,3.464050259936423,0.887458333679011,7,0.5938672727170347,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0019439015652655,1.0,0.0019439015652655,0.0019439015652655,1.1250038830172358,1.1250038830172358,0.0,0.0,0.5926014163687254,1,0.5448359671745673,0.9044691016116838,1,1,1,reversal_zone,0.15389015149382218,0.5448359671745673,0.7394759128130934,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,0.00097195078263275,1.0719817914616983,0.0
2016-10-29,714.47900390625,reversal_zone,0.9215934507490564,1.9013767770925063,0.8852171126392199,2.6960406153469343,3.9324878520134687,0.9702756050266872,7,0.5672502296279521,1,1,0,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,0.0360008220020422,1.0,0.0360008220020422,0.0360008220020422,1.1655049475613457,1.1655049475613457,0.0,0.0,0.5672432920659217,1,0.5194778428717637,0.9044691016116838,-1,1,1,reversal_zone,0.0984379783915669,0.5194778428717637,0.7329914537624304,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,0.0180004110010211,1.0912779042936196,0.0
2016-10-30,701.864013671875,reversal_zone,0.8877442096707961,1.8704082903895285,0.8852171126392199,2.55043218685716,3.618121091854109,0.8,7,0.5611733779468356,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0176562084615579,1.0,-0.0176562084615579,-0.0176562084615579,1.1449265492442255,1.1449265492442255,-0.0176562084615578,-0.0176562084615578,0.5585572036854899,1,0.5107917544913319,0.9044691016116838,1,1,1,reversal_zone,0.08577787072257421,0.5107917544913319,0.7256697667394766,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,-0.00882810423077895,1.0816439892097696,-0.008828104230778844
2016-10-31,700.9719848632812,reversal_zone,0.7608347094336494,1.6692064811997267,0.8852171126392199,2.5326464345596342,3.218681765524095,0.8,7,0.5946154276575161,1,1,1,2014-10-17,2016-10-05,0.52,0.35,tuned,2,1,1,0,4,False,False,True,False,0,-0.0012709425062655,1.0,-0.0012709425062655,-0.0012709425062655,1.1434714134262391,1.1434714134262391,-0.01890471094199,-0.01890471094199,0.5819544418231585,1,0.5341889926290004,0.9044691016116838,1,1,1,reversal_zone,0.15544880761982513,0.5341889926290004,0.6971364866213215,0.3,HighVol,0.5,0.65,1.0,1.0,Confidence-Based Sizing,0.5,0.5,0.5,-0.00063547125313275,1.080956635548503,-0.009457965477453256
