model,feature_set,horizon_days,train_window_days,test_window_days,long_probability_threshold,short_probability_threshold,threshold_source,ml_total_return,buy_hold_return_same_period,ml_max_drawdown,buy_hold_max_drawdown_same_period,ml_sharpe_like,buy_hold_sharpe_like,return_drawdown_ratio,balanced_score,number_of_trades,direction_accuracy,direction_precision,direction_recall,prediction_start,prediction_end
RandomForestClassifier,selected_features,7,730,90,0.52,0.35,tuned,809.7753362062427,128.58984362037577,-0.651300433394133,-0.8339900882218975,1.6208276497005025,1.0880637114527179,1243.320739073129,490.82191281215114,264,0.5598290598290598,0.603448275862069,0.5659885237350026,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,30,730,90,0.52,0.32,tuned,408.8345858883602,128.58984362037577,-0.7371102211752341,-0.8339900882218975,1.3578507098264327,1.0880637114527179,554.6451183874813,232.79925941597452,167,0.5641025641025641,0.6193001060445387,0.5898989898989899,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,14,730,90,0.52,0.32,tuned,199.71979708292497,128.58984362037577,-0.7611638443044358,-0.8339900882218975,1.310119088943085,1.0880637114527179,262.38739343358094,111.5245046873432,188,0.5555555555555556,0.6238532110091743,0.5461847389558233,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,60,730,90,0.56,0.35,tuned,147.76162216303663,128.58984362037577,-0.8050954062252554,-0.8339900882218975,1.1733800531618304,1.0880637114527179,183.53305834376457,80.04741207848897,196,0.498005698005698,0.5670103092783505,0.5440158259149357,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,3,730,90,0.52,0.35,tuned,118.13357928401696,128.58984362037577,-0.5955160589371663,-0.8339900882218975,1.2678035910146401,1.0880637114527179,198.37177773988694,74.40176551636614,206,0.5301994301994302,0.5722100656455142,0.5467851542080502,2016-09-16,2026-04-26
RandomForestClassifier,selected_features,90,730,90,0.52,0.35,tuned,119.6654801276774,128.58984362037577,-0.8831769112312927,-0.8339900882218975,1.101135201070477,1.0880637114527179,135.49434842091173,61.97793990382111,151,0.5740740740740741,0.6322611617858858,0.6436950146627566,2016-09-16,2026-04-26
