regime,component_type,component_name,regime_row_count,mapped_feature_count,selected_feature_count,selected_support_ratio,stable_feature_share,feature_importance_raw,stability_score_raw,stability_support_raw,predictive_contribution_raw,predictive_consistency_raw,valid_predictive_horizon_count,mapped_features,selected_features,raw_bullish_total,raw_bearish_total,raw_reversal_total,raw_volatility_total,feature_importance_score,stability_score,predictive_contribution_score,predictive_consistency_score,coverage_score,regime_importance_score,confidence_score,bullish_contribution_score,bearish_contribution_score,reversal_contribution_score,volatility_contribution_score,rank,component_global_mean_score,relative_regime_strength,dynamic_weight_recommendation
High Volatility,planet,Jupiter,1267,8,2,0.25,0.3333333333333333,0.012882173600056154,1070.5614976879615,3058.5831358009405,0.08732680921791865,0.5235783628963119,6,"jupiter_signal, planet_bearish_Jupiter, planet_bullish_Jupiter, planet_compression_Jupiter, planet_reversal_Jupiter, planet_trend_end_Jupiter, planet_trend_start_Jupiter, planet_volatility_Jupiter","jupiter_signal, planet_trend_start_Jupiter",903.4783234102104,0.0,140.86612072763683,122.74953432557179,0.6010915621432807,0.4925270721799132,0.5294584662802674,0.6916937971424848,1.0,0.5590887681698965,56.25,0.5590887681698965,0.0,0.07077749586997437,0.13480275343181045,4,0.6396279427920154,0.8740843399202348,keep near global
High Volatility,planet,Neptune,1267,8,1,0.125,0.0,0.01608307920622364,0.0,0.0,0.05990570948702887,0.6613723805388627,6,"neptune_signal, planet_bearish_Neptune, planet_bullish_Neptune, planet_compression_Neptune, planet_reversal_Neptune, planet_trend_end_Neptune, planet_trend_start_Neptune, planet_volatility_Neptune",neptune_signal,307.5884899944529,0.0,128.5,102.80000000000001,0.7504481389771787,0.0,0.36320558772832634,0.8737320058252407,1.0,0.42723399044920896,40.94,0.14545147857068286,0.0,0.0493374609777962,0.08626945500844585,5,0.469884886857319,0.9092311806549739,keep near global
High Volatility,planet,Mars,1267,8,1,0.125,0.0,0.004416695225576913,0.0,0.0,0.06178998850514161,0.7569510743905917,6,"mars_signal, planet_bearish_Mars, planet_bullish_Mars, planet_compression_Mars, planet_reversal_Mars, planet_trend_end_Mars, planet_trend_start_Mars, planet_volatility_Mars",mars_signal,153.2147921771239,33.60173080843505,22.401153872290028,243.7878492567483,0.20608620214846535,0.0,0.37462988558036964,1.0,1.0,0.2951420104902457,42.49,0.05005114193478001,0.019038232930220413,0.00594168044926263,0.14133223586909635,6,0.3249283075113633,0.9083296335451599,keep near global
High Volatility,planet,Mercury,1267,8,1,0.125,0.0,0.0,0.0,0.0,0.02462902274292621,0.7499152758205238,6,"mercury_signal, planet_bearish_Mercury, planet_bullish_Mercury, planet_compression_Mercury, planet_reversal_Mercury, planet_trend_end_Mercury, planet_trend_start_Mercury, planet_volatility_Mercury",mercury_signal,0.0,0.0,7.814189470716355,15.628378941432715,0.0,0.0,0.14932464296171535,0.9907050814668142,1.0,0.16476362503660036,36.77,0.0,0.0,0.0011570527170845482,0.005057936978346314,7,0.18042989211380842,0.9131725519886341,keep near global
High Volatility,planet,Moon,1267,8,1,0.125,0.0,0.0,0.0,0.0,0.01034981642598766,0.5993652404525763,6,"moon_signal, planet_bearish_Moon, planet_bullish_Moon, planet_compression_Moon, planet_reversal_Moon, planet_trend_end_Moon, planet_trend_start_Moon, planet_volatility_Moon",moon_signal,0.0,0.0,19.93916541206568,31.9026646593051,0.0,0.0,0.06275046552441013,0.7918150336666276,1.0,0.13446266293354356,32.61,0.0,0.0,0.0024094424345652244,0.008426103880688578,8,0.1661698378184777,0.8091881456876022,keep near global
High Volatility,planet,Sun,1267,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,sun_signal,sun_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,9,0.1,1.0,keep near global
High Volatility,planet,Venus,1267,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,venus_signal,venus_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,10,0.1,1.0,keep near global
Low Volatility,planet,Uranus,1267,8,4,0.5,1.0,0.017374787897508612,2173.609448409976,6210.186564767668,0.11023429138255536,0.42599267809880753,6,"planet_bearish_Uranus, planet_bullish_Uranus, planet_compression_Uranus, planet_reversal_Uranus, planet_trend_end_Uranus, planet_trend_start_Uranus, planet_volatility_Uranus, uranus_signal","planet_bullish_Uranus, planet_trend_start_Uranus, planet_volatility_Uranus, uranus_signal",502.8030846200337,0.0,286.84774086011606,770.5729865276479,0.8107202032408641,1.0,0.6227167694914019,0.5407806180058963,1.0,0.7706309201322067,73.48,0.40321385245934793,0.0,0.12663166720348387,0.6742319708511796,1,0.7200068750054002,1.0703105024190593,keep near global
Low Volatility,planet,Pluto,1267,8,4,0.5,0.2857142857142857,0.021431300007145104,1655.7498878293136,4730.548899167595,0.06623485748052692,0.6266065136428035,6,"planet_bearish_Pluto, planet_bullish_Pluto, planet_compression_Pluto, planet_reversal_Pluto, planet_trend_end_Pluto, planet_trend_start_Pluto, planet_volatility_Pluto, pluto_signal","planet_bearish_Pluto, planet_trend_end_Pluto, planet_volatility_Pluto, pluto_signal",834.6879878043948,680.2463830099164,1745.6434346841988,880.7463830099164,1.0,0.7617513298171006,0.37416266717639796,0.7954518354789157,1.0,0.6833071994751595,65.04,0.593514372654066,0.6833071994751595,0.6833071994751595,0.6833071994751595,2,0.6883515173235435,0.9926718867883122,keep near global
Low Volatility,planet,Saturn,1267,8,1,0.125,0.0,0.012402592662767836,0.0,0.0,0.17702155583924326,0.6996757382909768,6,"planet_bearish_Saturn, planet_bullish_Saturn, planet_compression_Saturn, planet_reversal_Saturn, planet_trend_end_Saturn, planet_trend_start_Saturn, planet_volatility_Saturn, saturn_signal",saturn_signal,145.6326939729318,272.65330760127927,38.14132304051169,0.0,0.5787139678242974,0.0,1.0,0.8882102853161348,1.0,0.6071784919560743,57.01,0.09201663404967841,0.2433665628675119,0.013266507091201554,0.0,3,0.5562625225512645,1.0915322664041553,keep near global
Low Volatility,planet,Jupiter,1267,8,2,0.25,0.3333333333333333,0.012882173600056154,1070.5614976879615,3058.5831358009405,0.10813039007633544,0.4603689637142505,6,"jupiter_signal, planet_bearish_Jupiter, planet_bullish_Jupiter, planet_compression_Jupiter, planet_reversal_Jupiter, planet_trend_end_Jupiter, planet_trend_start_Jupiter, planet_volatility_Jupiter","jupiter_signal, planet_trend_start_Jupiter",960.9679860518028,0.0,91.39298946688278,105.24276612145096,0.6010915621432807,0.4925270721799132,0.6108317688413651,0.5844199337397563,1.0,0.5875694240662807,57.22,0.5875694240662807,0.0,0.030762139116036997,0.07021025878732105,4,0.6396279427920154,0.9186112500049699,keep near global
Low Volatility,planet,Neptune,1267,8,1,0.125,0.0,0.01608307920622364,0.0,0.0,0.05365636361443479,0.7877365865471214,6,"neptune_signal, planet_bearish_Neptune, planet_bullish_Neptune, planet_compression_Neptune, planet_reversal_Neptune, planet_trend_end_Neptune, planet_trend_start_Neptune, planet_volatility_Neptune",neptune_signal,268.6943282764245,0.0,165.5,132.4,0.7504481389771787,0.0,0.30310638362686854,1.0,1.0,0.4061992690136986,40.7,0.11357656167343626,0.0,0.038510716270031886,0.06106273526054115,5,0.469884886857319,0.8644654901127762,keep near global
Low Volatility,planet,Mars,1267,8,1,0.125,0.0,0.004416695225576913,0.0,0.0,0.04653537686276318,0.703356549316622,6,"mars_signal, planet_bearish_Mars, planet_bullish_Mars, planet_compression_Mars, planet_reversal_Mars, planet_trend_end_Mars, planet_trend_start_Mars, planet_volatility_Mars",mars_signal,123.9060469498871,24.39156698408993,16.26104465605995,192.82499621816544,0.20608620214846535,0.0,0.26287971903841395,0.8928829272734916,1.0,0.2560294522005612,38.63,0.03301212713157595,0.00918043769026377,0.0023849695033814674,0.05605345546080583,6,0.3249283075113633,0.7879567470175168,decrease in this regime
Low Volatility,planet,Moon,1267,8,1,0.125,0.0,0.0,0.0,0.0,0.0474507666848931,0.5001736383314969,6,"moon_signal, planet_bearish_Moon, planet_bullish_Moon, planet_compression_Moon, planet_reversal_Moon, planet_trend_end_Moon, planet_trend_start_Moon, planet_volatility_Moon",moon_signal,0.0,0.0,16.19447850988147,25.91116561581036,0.0,0.0,0.26805078319379405,0.6349503715752285,1.0,0.20631777411782792,36.18,0.0,0.0,0.001914027053160599,0.0060697768594664804,7,0.1661698378184777,1.2416078442780178,keep near global
Low Volatility,planet,Mercury,1267,8,1,0.125,0.0,0.0,0.0,0.0,0.02291078915578311,0.7221579922655111,6,"mercury_signal, planet_bearish_Mercury, planet_bullish_Mercury, planet_compression_Mercury, planet_reversal_Mercury, planet_trend_end_Mercury, planet_trend_start_Mercury, planet_volatility_Mercury",mercury_signal,0.0,0.0,13.54713165528542,27.094263310570852,0.0,0.0,0.12942372496482205,0.9167506049591269,1.0,0.15779830373768772,35.53,0.0,0.0,0.0012245996824098862,0.004854324552340751,8,0.18042989211380842,0.8745685201549335,keep near global
Low Volatility,planet,Sun,1267,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,sun_signal,sun_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,9,0.1,1.0,keep near global
Low Volatility,planet,Venus,1267,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,venus_signal,venus_signal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,25.0,0.0,0.0,0.0,0.0,10,0.1,1.0,keep near global
